relevancia;persistencia;raciocinio;comparacoes;crencasAtivas;movimentacoes;utilidade;cpu;memoria
Linha base ; Obliterante ; BDI ;3071,9512;1,20675;337,10974;0;0;0
Linha base ; Persistente ; SOAR ;58983,78;128,67474;0;13,964525;0,10852577;0,023675194
Linha base ; Persistente ; BBGP ;41713,54;128,67474;0;13,964525;0,10852577;0,033477202
Linha base ; Persistente ; BDI ;48890,797;128,67474;0;13,964525;0,10852577;0,028562687
Linha base ; Reminiscente ; SOAR ;47285,04;25,995;208,316;13,508614;0,51966196;0,027362986
Linha base ; Obliterante ; SOAR ;3982,7405;1,23075;336,52774;0,051600486;0,041926052;7,02E-04
Linha base ; Reminiscente ; BDI ;12226,411;2,06;842,38873;0;0;0
Linha base ; Persistente ; SOAR ;67296,56;132,8975;0;14,4640875;0,10883641;0,021493055
Linha base ; Persistente ; BBGP ;46509,117;132,8975;0;14,4640875;0,10883641;0,031099465
Linha base ; Obliterante ; BBGP ;1791,6617;1,229;362,77426;0;0;0
Linha base ; Obliterante ; SOAR ;4250,79;1,241;326,66876;0;0;0
Linha base ; Reminiscente ; BDI ;29647,28;4,739;1986,4282;1,4994591;0,31640837;0,003028503
Linha base ; Reminiscente ; SOAR ;54177,465;27,4685;213,0155;13,731827;0,4999118;0,024387155
Linha base ; Obliterante ; BDI ;2924,1326;1,23925;330,106;0;0;0
Linha base ; Persistente ; BDI ;53678,406;132,8975;0;14,4640875;0,10883641;0,02694582
Linha base ; Reminiscente ; BBGP ;26283,664;27,47325;215,38275;13,73106;0,49979746;0,04828506
Linha base ; Obliterante ; BDI ;3134,4507;1,216;340,8565;0;0;0
Linha base ; Reminiscente ; BDI ;53054,383;6,20175;2538,339;2,2864811;0,36868322;0,002915026
Linha base ; Obliterante ; SOAR ;4033,5293;1,266;339,1885;0;0;0
Linha base ; Reminiscente ; BBGP ;23836,404;25,24375;177,15076;15,350975;0,60810995;0,05994622
Linha base ; Obliterante ; BBGP ;1918,2958;1,2385;378,3555;0,79665583;0,6432425;0,013971882
Linha base ; Persistente ; BBGP ;40590,902;125,54225;0;15,702975;0,1250812;0,038685948
Linha base ; Reminiscente ; SOAR ;44723,496;25,24475;178,54324;15,3515415;0,6081083;0,03300773
Linha base ; Persistente ; BDI ;48168,996;125,54225;0;15,702975;0,1250812;0,032599755
Linha base ; Persistente ; SOAR ;57577,152;125,54225;0;15,702975;0,1250812;0,027272927
Linha base ; Reminiscente ; BBGP ;27453,336;29,146;190,018;14,961793;0,5133395;0,050971042
Linha base ; Persistente ; BBGP ;39369,465;123,971;0;15,469721;0,124785;0,039293703
Linha base ; Reminiscente ; SOAR ;47316,035;29,13925;187,09924;14,961879;0,51346135;0,030418344
Linha base ; Persistente ; BDI ;44852,68;123,971;0;15,469721;0,124785;0,03449007
Linha base ; Reminiscente ; BDI ;86334,95;8,61025;3018,6025;0,64257795;0,07462941;5,51E-04
Linha base ; Persistente ; SOAR ;58302,234;123,971;0;15,469721;0,124785;0,026533667
Linha base ; Obliterante ; BDI ;2761,2253;1,20425;312,5555;0,8847989;0,73473024;0,015030269
Linha base ; Obliterante ; SOAR ;4086,8904;1,24525;316,914;0;0;0
Linha base ; Obliterante ; BBGP ;1760,9755;1,1905;327,79526;0,7814542;0,65640837;0,015508343
Linha base ; Persistente ; BBGP ;42364,527;120,87225;0;16,572104;0,13710429;0,039117876
Linha base ; Obliterante ; SOAR ;3607,5576;1,185;303,17526;0,3421318;0,28871882;0,005153122
Linha base ; Obliterante ; BDI ;2736,9434;1,18;312,06476;0,3738284;0,31680375;0,006381949
Linha base ; Reminiscente ; BBGP ;18791,268;23,401;174,2915;16,398314;0,70075274;0,07985861
Linha base ; Obliterante ; BBGP ;1737,6923;1,213;341,7005;0,3421318;0,28205422;0,006637282
Linha base ; Reminiscente ; BDI ;42986,305;5,09575;2586,0317;1,6865584;0,33097354;0,002449733
Linha base ; Reminiscente ; SOAR ;37686,355;23,40275;174,28226;16,397371;0,70066;0,041586895
Linha base ; Persistente ; BDI ;50083,047;120,87225;0;16,572104;0,13710429;0,033089247
Linha base ; Persistente ; SOAR ;58984,586;120,87225;0;16,572104;0,13710429;0,028095651
Linha base ; Obliterante ; SOAR ;4227,004;1,2515;337,4105;0,79676;0,63664407;0,010482155
Linha base ; Obliterante ; BDI ;3444,914;1,186;343,09875;0,27576455;0,2325165;0,004010595
Linha base ; Reminiscente ; BDI ;31490,38;3,0685;2099,2605;0;0;0
Linha base ; Reminiscente ; BBGP ;27984,445;27,7565;201,9405;12,633851;0,4551673;0,042107433
Linha base ; Obliterante ; BBGP ;2019,11;1,213;370,25824;0,79676;0,65685076;0,013925251
Linha base ; Persistente ; SOAR ;66608,9;126,9575;0;13,48774;0,10623823;0,020249154
Linha base ; Persistente ; BBGP ;48760,32;126,9575;0;13,48774;0,10623823;0,027661301
Linha base ; Reminiscente ; SOAR ;54699,11;27,76525;203,56425;12,633574;0,45501387;0,022267787
Linha base ; Persistente ; BDI ;57670,953;126,9575;0;13,48774;0,10623823;0,023387404
